Gene,NCTId,Overall_Status,Conditions,Phase,Phase_Score,Status_Score,Cancer_Score,Modality_Score,Total_Score,EARLY_PHASE1,N/A,NA,PHASE1,PHASE2,PHASE3,PHASE4
DNAAF2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRMT5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STARD7,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNNM3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC136,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBD1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMKK1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZMIZ2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNF,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCM10,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCF2L,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLT8D1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCF2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FZR1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP2K6,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMG6,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSRC1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOBEC3C,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHX8,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STYXL1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA2013,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USF2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUS7L,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STK24,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYS1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00649,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AASS,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARFIP2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNKD,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBX2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFKBIB,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLHDC10,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3GL1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF880,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMB1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGPAT5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUZ12,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGFBP2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRR5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPL,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM65,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPS45,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAD23A,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARRDC4,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAHM,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIK3IP1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRIPAP1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNM1P35,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC20,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTBP2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSH1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR183,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OGFR,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCAMP3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAMP5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAK1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF487,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENTPD6,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THAP11,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF570,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGPP2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L3MBTL1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF814,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDGF,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF704,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKCI,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INPP5F,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF703,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L2HGDH,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF829,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF10,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETV7,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBC1D31,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP9X,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YWHAZ,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBA52,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NECAP1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAP1GDS1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLDN12,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATXN1L,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWIST2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLRX2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2J1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAAM2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERTAD3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPIPB15,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSRP1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS25,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WASF2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C22orf39,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR76,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF510,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM85B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTBP1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKIA,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUS3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC38A6,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATF7,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ODF2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM185A,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR26,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1PR2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF3B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBNO2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHCHD2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIP5K1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCEAL1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP22,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEF1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC30,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMY2B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGAP2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HERPUD1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPNE1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPLOC4,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCAF1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCK2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTPBP2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPIN1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLK3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIT1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM110A,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP2R3A,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLXNB2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC6A9,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRNB1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOLGA6L9,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLBD1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNOT6,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TENM4,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLEC2B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF273,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFP69,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGLN2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COTL1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS18,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIB2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPP4,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAK16,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD6,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCENP,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZDHHC14,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFR1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCGF6,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTL1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST3GAL3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MON1B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEXIM2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNF8,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMC6,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNBD2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLDND1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THOC5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UQCRC2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLINT1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRR12,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP12,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
API5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMIM8,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS23,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FXR2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPAS1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEFM,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LETMD1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPA3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBIP1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC9,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYOM1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAGED1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UXS1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTPBP3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRMT1L,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PXN-AS1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEK,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDRD12,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXNDC11,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARSK,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTDH,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPP25,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM201,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMACHC,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARMC5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFI27,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKMY2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIBP,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM227B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF182,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC24C,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UROD,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZC3H7A,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FICD,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM256,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHF1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREB5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHSY1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C19orf25,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM5A,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TM9SF1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPDR1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNOT4,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC66,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOLGB1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL5A3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RFFL,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPF18,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF638,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL9,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR2G,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF157,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKBIP,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THYN1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHA7,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12orf43,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLK2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCM1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INTS5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM28,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF145,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCOF1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PXDC1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF382,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC35A5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX7C,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSBG1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMT1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USF1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDRP,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANAPC4,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMND5B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2H4,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KANSL1-AS1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM168A,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTFP1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPM2AIP1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INTS6,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URM1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBMS1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLK,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF122,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORMAD1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3C,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
